order_id,customer_id,order_date,order_value_usd,origin_city,destination_city,priority_level,payment_method
13429,1267,2024-02-16,8759.47,Sydney,Toronto,Standard,UPI
13430,4126,2025-05-24,8053.3,Berlin,New York,Standard,Wire
13431,3999,2023-12-24,8486.42,Singapore,Mumbai,Overnight,Wire
13432,4566,2023-08-28,12501.46,Mumbai,Toronto,Standard,Wire
13433,4436,2024-11-07,7413.04,Berlin,London,Overnight,UPI
13434,3633,2023-07-27,11998.39,Toronto,Singapore,Standard,Wire
13435,2615,2025-05-06,14896.22,Sydney,Berlin,Standard,UPI
13436,1851,2024-08-04,6901.87,London,Sydney,Overnight,Corporate Billing
13437,1223,2024-07-18,3949.18,Berlin,Toronto,Express,Corporate Billing
13438,4623,2025-03-18,7028.92,Dubai,Toronto,Overnight,Card
13439,1396,2023-06-24,11066.48,Toronto,Sydney,Express,Card
13440,1726,2024-05-30,12496.43,Mumbai,Mumbai,Overnight,UPI
13441,2726,2023-04-02,10130.08,Berlin,London,Express,Card
13442,2313,2024-04-21,6440.1,Toronto,Berlin,Overnight,Card
13443,4393,2023-04-20,6176.42,Dubai,Singapore,Express,Card
13444,2798,2024-09-02,11902.68,Singapore,New York,Overnight,UPI
13445,2794,2025-04-18,12229.42,London,London,Standard,Wire
13446,4795,2023-12-04,9373.1,Mumbai,Mumbai,Express,Card
13447,1919,2023-09-08,11937.75,Berlin,London,Overnight,Card
13448,4284,2025-03-20,2062.13,Mumbai,New York,Standard,Corporate Billing
13449,4268,2023-02-24,11634.6,Toronto,New York,Standard,Card
13450,998,2023-07-07,9461.84,Sydney,Berlin,Standard,Card
13451,3019,2023-10-28,6364.67,Dubai,Sydney,Overnight,Corporate Billing
13452,1244,2025-01-15,3248.08,London,Mumbai,Express,Wire
13453,4384,2025-02-16,8484.4,Mumbai,Mumbai,Express,Card
13454,857,2024-03-19,10982.29,New York,Sydney,Overnight,UPI
13455,1409,2025-05-07,9374.98,Berlin,Singapore,Overnight,UPI
13456,3810,2024-08-17,14786.88,Sydney,Dubai,Express,Corporate Billing
13457,2282,2023-11-18,3289.32,New York,New York,Standard,Card
13458,3668,2023-04-09,6904.01,Dubai,Sydney,Standard,UPI
13459,4545,2024-04-11,8948.82,London,Toronto,Express,Wire
13460,655,2024-10-19,12804.56,Singapore,London,Overnight,Card
13461,3035,2024-06-10,4049.6,Mumbai,Singapore,Overnight,UPI
13462,3707,2025-05-17,13127.78,Berlin,Mumbai,Overnight,Corporate Billing
13463,691,2023-09-02,4126.99,Mumbai,Toronto,Overnight,Wire
13464,246,2024-10-10,4297.27,London,New York,Overnight,Card
13465,827,2023-03-22,14766.97,Toronto,Dubai,Overnight,Card
13466,3637,2023-10-13,7614.8,Singapore,Mumbai,Overnight,Card
13467,2643,2023-06-22,5220.96,Toronto,Sydney,Express,UPI
13468,1039,2024-05-31,7959.01,New York,Berlin,Overnight,Card
13469,3655,2023-04-17,14944.02,Dubai,Dubai,Overnight,Corporate Billing
13470,1605,2024-06-11,5868.9,London,New York,Express,Card
13471,1629,2023-04-11,2920.35,Toronto,Berlin,Express,Corporate Billing
13472,3449,2024-05-01,10992.36,New York,Sydney,Standard,Card
13473,111,2025-02-05,8113.95,Sydney,New York,Standard,UPI
13474,661,2024-02-27,12248.17,Mumbai,Dubai,Express,Corporate Billing
13475,674,2025-04-27,5361.32,Dubai,Mumbai,Standard,Wire
13476,2827,2023-01-26,12979.45,Toronto,Mumbai,Overnight,Corporate Billing
13477,2937,2023-05-18,10664.68,New York,London,Overnight,UPI
13478,2749,2023-07-26,4805.73,Toronto,Dubai,Express,Wire
13479,2474,2023-11-26,2859.03,Singapore,Singapore,Overnight,Wire
13480,4860,2025-02-09,11923.45,Sydney,Berlin,Express,Corporate Billing
13481,541,2024-01-30,2284.32,New York,Toronto,Express,UPI
13482,4206,2025-01-28,8156.09,Singapore,Berlin,Express,Wire
13483,3729,2023-04-16,9825.98,Toronto,London,Standard,Card
13484,4340,2024-01-03,1756.07,London,New York,Standard,Corporate Billing
13485,1142,2023-08-09,11281.05,Sydney,New York,Overnight,Card
13486,2014,2023-09-20,1560.06,London,Sydney,Overnight,UPI
13487,2278,2023-06-18,4149.47,Mumbai,Berlin,Express,Wire
13488,64,2024-03-16,3162.28,Berlin,Berlin,Standard,Corporate Billing
13489,412,2025-04-06,14047.13,Sydney,Dubai,Overnight,Card
13490,952,2023-09-05,8538.93,Berlin,Mumbai,Standard,Card
13491,968,2025-03-23,10358.1,Sydney,Berlin,Express,Corporate Billing
13492,4525,2024-02-08,5010.17,New York,Sydney,Overnight,Wire
13493,1185,2023-12-07,3002.02,Dubai,Berlin,Overnight,Card
13494,463,2024-07-15,1219.62,London,London,Express,Wire
13495,4852,2024-03-08,8750.32,London,Singapore,Express,Card
13496,1734,2025-01-24,14494.72,Sydney,Mumbai,Overnight,Corporate Billing
13497,2343,2024-03-26,6295.98,Berlin,Dubai,Express,Corporate Billing
13498,3181,2024-07-15,11381.48,London,London,Standard,Corporate Billing
13499,2709,2024-05-19,6913.34,New York,New York,Express,Card
13500,2867,2023-07-28,2016.33,Dubai,Sydney,Express,Card
13501,3409,2024-02-09,863.58,Dubai,New York,Standard,Wire
13502,2939,2024-07-12,1180.16,London,Dubai,Express,Corporate Billing
13503,3611,2023-07-11,11806.94,Singapore,Sydney,Standard,Wire
13504,1444,2024-04-28,14132.63,Singapore,Toronto,Standard,Wire
13505,3458,2024-08-03,1995.19,Singapore,Sydney,Standard,Card
13506,488,2023-12-13,2876.8,Sydney,Dubai,Standard,Card
13507,4184,2024-03-29,10702.02,Sydney,London,Overnight,Card
13508,1570,2025-02-03,8479.26,London,New York,Standard,UPI
13509,4037,2025-02-05,4115.7,Singapore,New York,Express,UPI
13510,267,2023-04-21,11269.52,London,Toronto,Express,Wire
13511,715,2023-07-22,2435.18,Berlin,London,Standard,Card
13512,2449,2024-12-07,1297.81,Toronto,New York,Standard,UPI
13513,3706,2025-02-25,7258.12,Singapore,London,Overnight,Wire
13514,745,2023-01-30,992.73,New York,Berlin,Express,Card
13515,1326,2023-08-04,8834.65,London,London,Standard,Wire
13516,2164,2024-10-22,9824.54,London,Berlin,Standard,Corporate Billing
13517,3042,2024-08-28,7690.06,London,London,Standard,Card
13518,4590,2025-05-13,9390.65,Mumbai,Sydney,Standard,Card
13519,2774,2025-01-26,11978.13,Toronto,Sydney,Standard,UPI
13520,920,2023-07-10,8940.6,Singapore,Berlin,Standard,Card
13521,1283,2024-12-09,1989.12,Singapore,Sydney,Express,Wire
13522,2339,2024-11-06,8444.93,New York,London,Express,Wire
13523,2900,2024-12-24,5413.59,Mumbai,London,Standard,Wire
13524,233,2025-05-10,3352.93,Dubai,Berlin,Express,Wire
13525,486,2024-11-21,9770.15,London,Mumbai,Express,UPI
13526,4163,2024-10-30,10009.41,Berlin,Dubai,Standard,Wire
13527,3488,2025-03-14,8589.96,Mumbai,Mumbai,Express,UPI
13528,2523,2024-11-15,1678.13,Dubai,Sydney,Overnight,Wire
13529,3986,2024-04-30,12932.96,Singapore,New York,Express,Corporate Billing
13530,2716,2024-08-22,12791.03,Sydney,Mumbai,Overnight,Corporate Billing
13531,2464,2023-06-03,2166.56,London,Berlin,Standard,Card
13532,1701,2023-12-09,9189.64,Sydney,Toronto,Standard,UPI
13533,4111,2023-04-13,4862.24,Mumbai,Mumbai,Standard,Card
13534,448,2023-10-03,3190.2,Singapore,London,Overnight,Card
13535,4216,2024-01-13,10459.64,London,Dubai,Standard,UPI
13536,1087,2023-08-27,3140.5,Sydney,New York,Overnight,Card
13537,173,2024-10-10,14313.63,London,London,Express,Wire
13538,374,2025-03-23,3799.58,Sydney,New York,Overnight,Card
13539,4714,2024-03-22,5052.29,Dubai,Dubai,Express,Corporate Billing
13540,2092,2024-11-03,8415.36,New York,Mumbai,Overnight,Wire
13541,3805,2024-03-26,14452.45,Sydney,New York,Standard,Corporate Billing
13542,472,2024-04-02,4811.16,Sydney,Singapore,Express,Corporate Billing
13543,2582,2025-01-08,4901.15,Mumbai,Dubai,Express,UPI
13544,3914,2023-07-06,14543.01,Dubai,Sydney,Express,Card
13545,311,2024-02-17,14354.88,Mumbai,London,Overnight,Corporate Billing
13546,47,2023-01-20,14937.95,Berlin,Sydney,Express,UPI
13547,3594,2023-04-15,13712.73,Mumbai,London,Overnight,Wire
13548,2125,2025-05-05,3737.43,Toronto,New York,Standard,Card
13549,1242,2024-12-25,4189.64,New York,New York,Standard,Card
13550,3316,2024-11-18,8733.87,Sydney,Dubai,Express,UPI
13551,3402,2023-09-02,790.35,Sydney,Dubai,Standard,Card
13552,3655,2023-04-21,10744.37,Berlin,New York,Express,Card
13553,4396,2023-08-26,8355.2,Sydney,London,Express,Corporate Billing
13554,748,2024-05-01,11775.21,Sydney,New York,Standard,UPI
13555,4829,2024-08-22,6843.4,New York,Dubai,Standard,UPI
13556,2994,2025-03-05,9290.16,Sydney,London,Overnight,Corporate Billing
13557,4849,2024-06-12,4474.38,London,Dubai,Overnight,Wire
13558,1601,2024-12-27,848.51,London,Berlin,Standard,UPI
13559,177,2025-02-23,8662.49,London,Dubai,Standard,Corporate Billing
13560,4186,2024-02-08,3409.55,Sydney,Berlin,Express,Card
13561,4763,2023-05-20,2496.3,Dubai,Toronto,Standard,UPI
13562,3389,2024-03-14,11277.23,London,Berlin,Standard,UPI
13563,2989,2023-09-29,6914.17,Sydney,Berlin,Express,UPI
13564,206,2025-03-16,11733.1,Dubai,Dubai,Standard,Card
13565,1259,2024-04-02,1520.18,Mumbai,Sydney,Standard,Wire
13566,943,2024-01-23,10522.32,Dubai,Mumbai,Overnight,UPI
13567,3186,2023-03-30,4013.93,Berlin,Mumbai,Standard,UPI
13568,89,2024-03-18,2504.41,Singapore,Mumbai,Express,Corporate Billing
13569,2408,2023-03-27,2862.78,New York,Mumbai,Express,Corporate Billing
13570,1596,2024-05-28,3027.59,London,Singapore,Standard,Corporate Billing
13571,2684,2024-07-20,6589.71,Singapore,Sydney,Overnight,Wire
13572,4810,2025-06-09,11539.02,Toronto,London,Standard,Wire
13573,3868,2023-11-22,8520.87,New York,New York,Standard,Corporate Billing
13574,1650,2024-10-30,3806.83,New York,Berlin,Overnight,Card
13575,1283,2024-10-26,13528.31,New York,Mumbai,Standard,Wire
13576,4494,2023-03-06,7503.29,New York,Dubai,Express,Card
13577,1466,2024-12-30,4143.7,London,Mumbai,Standard,Card
13578,1000,2025-04-24,14555.94,Singapore,Sydney,Overnight,Corporate Billing
13579,3755,2023-11-07,10361.13,Dubai,Berlin,Express,UPI
13580,1811,2024-06-06,9004.28,Toronto,Singapore,Express,Corporate Billing
13581,1985,2023-12-22,8331.59,Mumbai,Singapore,Standard,Corporate Billing
13582,647,2024-05-02,7771.81,Berlin,Berlin,Overnight,Wire
13583,4609,2025-06-17,342.66,New York,Mumbai,Express,Wire
13584,4202,2025-01-28,14296.81,Berlin,Sydney,Express,Corporate Billing
13585,2832,2024-03-02,14736.46,Singapore,Dubai,Express,Corporate Billing
13586,3208,2024-02-16,9514.55,Berlin,Berlin,Express,UPI
13587,1558,2024-08-22,12934.46,Dubai,Dubai,Overnight,UPI
13588,2447,2023-07-01,2300.9,Mumbai,Toronto,Overnight,Corporate Billing
13589,653,2025-04-20,11549.61,Mumbai,New York,Express,UPI
13590,818,2024-08-03,10975.65,London,Singapore,Express,Card
13591,41,2023-07-17,1948.14,Toronto,London,Express,UPI
13592,3474,2025-05-24,9376.92,London,Toronto,Express,Wire
13593,3821,2023-07-13,1675.63,Dubai,London,Overnight,Wire
13594,4652,2024-06-07,8427.3,Singapore,Dubai,Standard,Corporate Billing
13595,1762,2023-10-05,10666.09,New York,Toronto,Standard,Card
13596,1864,2023-11-21,13563.85,Singapore,Mumbai,Standard,UPI
13597,336,2024-11-17,6112.77,London,Sydney,Express,Card
13598,2160,2023-08-25,13483.72,New York,Berlin,Express,Corporate Billing
13599,3939,2023-12-13,14939.7,Singapore,Mumbai,Standard,UPI
13600,4583,2023-05-04,13239.74,Dubai,Singapore,Express,Corporate Billing
13601,3043,2023-09-15,7657.26,London,Berlin,Express,Wire
13602,1960,2023-01-17,4155.1,Singapore,Sydney,Overnight,Wire
13603,2745,2023-04-11,1245.35,Berlin,Mumbai,Standard,UPI
13604,4029,2024-01-19,5635.78,Sydney,Mumbai,Overnight,UPI
13605,2262,2024-02-12,12224.64,Dubai,Berlin,Standard,Wire
13606,3795,2023-02-06,7101.95,Berlin,London,Overnight,UPI
13607,4937,2023-03-30,3375.35,London,Mumbai,Standard,Corporate Billing
13608,1265,2023-12-05,14780.74,Mumbai,Dubai,Standard,UPI
13609,1157,2023-06-03,6446.91,Dubai,London,Express,Card
13610,528,2024-09-26,3776.38,Sydney,Singapore,Express,Card
13611,572,2025-04-03,12443.14,Singapore,New York,Standard,UPI
13612,2098,2023-01-31,8783.32,Singapore,Toronto,Express,Corporate Billing
13613,4919,2023-11-11,8920.25,Berlin,Singapore,Overnight,Wire
13614,4646,2024-06-08,3480.36,Singapore,Toronto,Express,UPI
13615,32,2023-05-09,12287.2,Sydney,Toronto,Standard,Corporate Billing
13616,3158,2025-03-31,6520.13,Singapore,Sydney,Standard,Wire
13617,3485,2023-06-04,11060.7,New York,New York,Overnight,UPI
13618,3340,2024-05-14,5180.77,Toronto,Mumbai,Overnight,UPI
13619,2923,2024-04-28,10636.62,Dubai,Toronto,Standard,Card
13620,1979,2025-03-17,8443.64,Sydney,Singapore,Express,Corporate Billing
13621,3444,2025-03-25,14225.83,Dubai,Berlin,Overnight,UPI
13622,80,2023-03-31,132.36,Mumbai,Toronto,Overnight,Wire
13623,1752,2025-06-06,10127.51,Berlin,New York,Overnight,Corporate Billing
13624,2309,2023-08-19,2985.28,New York,Dubai,Standard,Corporate Billing
13625,530,2024-12-10,13281.44,New York,New York,Express,Wire
13626,3805,2024-02-11,7478.82,New York,Singapore,Overnight,Wire
13627,4315,2024-09-08,10025.54,Sydney,Dubai,Overnight,Corporate Billing
13628,2780,2024-02-25,4041.05,New York,Toronto,Overnight,Card
13629,2912,2024-01-27,9144.95,London,Sydney,Overnight,Wire
13630,4225,2023-12-08,5348.9,New York,Toronto,Overnight,UPI
13631,488,2024-08-12,13917.61,Berlin,Sydney,Express,UPI
13632,77,2023-10-08,14972.39,Mumbai,Dubai,Standard,Card
13633,4367,2023-09-28,13698.59,Berlin,Mumbai,Standard,Corporate Billing
13634,3488,2023-03-05,13114.86,Berlin,Sydney,Standard,UPI
13635,4221,2023-03-21,1982.13,Sydney,Dubai,Standard,Wire
13636,243,2024-07-10,4014.4,Mumbai,London,Express,Wire
13637,2723,2024-02-15,12982.74,Singapore,Mumbai,Express,Corporate Billing
13638,4453,2024-01-06,12187.33,New York,London,Overnight,Card
13639,3431,2023-11-11,469.78,Dubai,Dubai,Express,Corporate Billing
13640,24,2025-02-03,4355.89,Mumbai,Berlin,Standard,Corporate Billing
13641,56,2023-11-24,13161.23,Sydney,Toronto,Standard,Corporate Billing
13642,3880,2023-06-21,12724.82,Mumbai,New York,Standard,Wire
13643,887,2023-03-31,7330.83,London,Sydney,Express,Card
13644,3061,2024-02-08,13578.18,Singapore,Singapore,Standard,UPI
13645,3359,2024-06-16,1905.82,Sydney,Mumbai,Standard,Card
13646,2333,2025-04-20,10308.16,Toronto,Berlin,Express,UPI
13647,4695,2023-01-03,8665.86,Mumbai,Berlin,Express,Wire
13648,3318,2024-06-16,6011.44,Sydney,Sydney,Express,Card
13649,3409,2023-06-12,11762.44,New York,Sydney,Overnight,Corporate Billing
13650,1598,2023-02-17,2572.79,Dubai,Dubai,Overnight,Wire
13651,4005,2025-03-24,8443.49,Singapore,Mumbai,Standard,Card
13652,1953,2025-02-05,5929.02,Dubai,Toronto,Standard,Corporate Billing
13653,953,2024-07-21,14746.89,Sydney,Toronto,Express,Corporate Billing
13654,3144,2024-09-20,9007.46,Toronto,Singapore,Standard,Wire
13655,1167,2024-11-14,7440.59,Singapore,Toronto,Standard,Corporate Billing
13656,3193,2024-04-28,6475.41,Singapore,Berlin,Express,UPI
13657,3489,2024-09-09,11042.61,Mumbai,Mumbai,Express,UPI
13658,4160,2023-12-04,3405.67,Toronto,Berlin,Standard,UPI
13659,2045,2023-09-01,11417.87,Sydney,Sydney,Express,UPI
13660,3540,2024-11-16,10022.06,London,London,Express,Corporate Billing
13661,459,2024-01-10,10420.35,Sydney,Berlin,Overnight,UPI
13662,487,2024-05-15,1691.3,Dubai,Berlin,Overnight,Wire
13663,4310,2024-08-20,9929.72,New York,Berlin,Standard,Card
13664,2747,2023-06-05,9139.31,London,Sydney,Express,UPI
13665,3332,2024-04-17,6458.75,London,Mumbai,Express,UPI
13666,1216,2023-10-27,14692.85,Toronto,Mumbai,Overnight,Corporate Billing
13667,2574,2024-05-01,3828.7,Singapore,Berlin,Standard,Wire
13668,3619,2023-03-07,6787.6,Sydney,Toronto,Overnight,UPI
13669,2813,2024-03-01,2807.66,Dubai,Mumbai,Overnight,Card
13670,3409,2023-06-16,11916.59,Singapore,Sydney,Standard,Wire
13671,681,2024-03-14,11629.97,Toronto,Dubai,Standard,Corporate Billing
13672,1966,2025-02-06,177.57,Berlin,London,Express,Corporate Billing
13673,1682,2023-05-07,2323.76,Singapore,Berlin,Overnight,Card
13674,4751,2023-01-08,9661.3,London,Mumbai,Overnight,Card
13675,2421,2023-10-13,329.97,Dubai,New York,Overnight,Wire
13676,1198,2024-08-31,11639.72,Toronto,New York,Standard,Wire
13677,4402,2023-09-29,13136.12,Mumbai,Singapore,Overnight,Corporate Billing
13678,4637,2025-01-23,7721.25,London,Dubai,Standard,Card
13679,2848,2024-02-12,3145.18,Dubai,New York,Express,Card
13680,1997,2024-04-14,3749.98,Toronto,Toronto,Standard,Wire
13681,1850,2023-06-15,4969.83,Singapore,Sydney,Express,Wire
13682,1515,2023-03-07,13678.87,Mumbai,London,Standard,Wire
13683,1434,2024-08-23,13081.09,Toronto,Toronto,Overnight,Wire
13684,4843,2023-01-17,5718.55,London,Toronto,Express,Corporate Billing
13685,1968,2023-01-08,6762.28,Dubai,Sydney,Express,UPI
13686,3107,2023-02-06,6084.94,Mumbai,Dubai,Overnight,Corporate Billing
13687,4578,2024-05-24,10624.54,Sydney,Toronto,Overnight,Card
13688,833,2024-06-17,3119.62,Toronto,New York,Overnight,Corporate Billing
13689,3056,2024-03-15,12886.69,Toronto,Singapore,Express,UPI
13690,4606,2024-04-14,2504.51,New York,Toronto,Standard,Wire
13691,2858,2024-12-02,111.36,Berlin,Dubai,Overnight,UPI
13692,381,2024-06-26,3278.12,Berlin,Singapore,Overnight,Wire
13693,2228,2024-01-21,11777.16,New York,Mumbai,Express,Wire
13694,551,2025-01-09,2551.1,Singapore,Toronto,Overnight,Card
13695,2284,2023-12-01,679.09,Sydney,Singapore,Express,Wire
13696,1573,2025-05-29,12668.46,Mumbai,Toronto,Overnight,Corporate Billing
13697,3124,2023-09-30,14384.81,Berlin,Sydney,Standard,Corporate Billing
13698,3272,2023-03-29,11678.73,New York,Toronto,Overnight,UPI
13699,41,2023-01-09,14723.24,Singapore,Singapore,Standard,Wire
13700,2884,2023-08-15,11521.18,London,Dubai,Express,UPI
13701,2825,2025-04-15,9194.52,Toronto,London,Express,UPI
13702,2640,2023-02-04,3463.24,Dubai,Sydney,Standard,Card
13703,4438,2023-05-24,13011.94,Dubai,Berlin,Express,Wire
13704,3279,2024-02-11,9114.34,Toronto,Dubai,Standard,Card
13705,179,2024-06-04,9116.1,Berlin,Sydney,Express,Wire
13706,2541,2023-05-14,7474.37,Dubai,Singapore,Overnight,UPI
13707,2165,2023-06-28,5877.21,Sydney,New York,Express,Card
13708,1928,2024-12-24,2475.63,London,London,Overnight,Card
13709,1272,2025-06-10,14809.89,Mumbai,Toronto,Standard,UPI
13710,3863,2023-12-26,5964.78,Sydney,Dubai,Overnight,Card
13711,2685,2024-12-25,4760.7,Sydney,London,Express,Wire
13712,4589,2024-12-27,11652.59,New York,Sydney,Standard,Wire
13713,944,2025-01-18,7970.22,Mumbai,Toronto,Standard,Card
13714,2378,2024-04-14,10947.46,London,Toronto,Standard,Corporate Billing
13715,3596,2023-11-01,2525.28,Singapore,Dubai,Standard,UPI
13716,1878,2024-12-05,4494.18,Berlin,Dubai,Overnight,Wire
13717,1178,2024-05-14,8196.96,Berlin,Dubai,Express,Corporate Billing
13718,1307,2023-12-22,12814.84,Mumbai,Toronto,Express,Card
13719,387,2023-11-29,11078.15,Berlin,Sydney,Standard,UPI
13720,1449,2023-11-02,12553.62,Singapore,Singapore,Standard,Card
13721,493,2024-05-24,5197.23,Mumbai,Sydney,Overnight,Card
13722,1250,2023-01-31,11223.11,London,Sydney,Overnight,Wire
13723,308,2025-03-09,7622.81,Singapore,Singapore,Express,UPI
13724,2430,2023-09-13,1748.67,Sydney,Mumbai,Standard,UPI
13725,797,2023-02-02,6500.19,Toronto,Singapore,Overnight,Corporate Billing
13726,828,2023-01-31,1016.18,Singapore,Mumbai,Standard,UPI
13727,2901,2025-05-28,12445.24,London,Berlin,Express,UPI
13728,3151,2024-02-27,1245.25,Dubai,Dubai,Standard,Card
13729,147,2023-09-11,5923.74,Singapore,Berlin,Overnight,UPI
13730,2185,2023-10-31,4801.02,New York,Toronto,Overnight,Wire
13731,3343,2023-06-22,9348.51,Toronto,Dubai,Standard,Wire
13732,2853,2023-06-05,10570.84,Sydney,Mumbai,Standard,Wire
13733,3702,2023-04-02,9742.82,New York,Singapore,Express,UPI
13734,1073,2025-06-11,8504.89,New York,Mumbai,Overnight,UPI
13735,4306,2025-03-06,13512.41,London,New York,Express,Card
13736,363,2024-06-21,7120.12,Berlin,Toronto,Standard,UPI
13737,681,2024-10-22,11509.17,Sydney,Singapore,Standard,Corporate Billing
13738,396,2023-06-09,64.68,Sydney,New York,Overnight,Wire
13739,3838,2023-09-15,3788.49,Sydney,Dubai,Overnight,Wire
13740,4669,2024-02-07,14634.31,Singapore,Dubai,Overnight,Corporate Billing
13741,960,2023-01-17,12177.23,New York,New York,Overnight,Card
13742,352,2025-03-03,3148.78,Berlin,Toronto,Express,UPI
13743,2938,2025-04-14,3969.18,Dubai,Berlin,Standard,Wire
13744,3733,2025-05-18,6353.06,New York,Sydney,Overnight,Corporate Billing
13745,4429,2024-06-27,5153.64,Toronto,Dubai,Express,Card
13746,693,2023-09-20,6451.19,Singapore,Mumbai,Express,Wire
13747,4880,2024-08-30,12630.49,New York,Dubai,Standard,UPI
13748,1087,2023-06-26,12804.41,Berlin,London,Express,Corporate Billing
13749,4200,2023-03-11,1181.72,New York,Berlin,Overnight,Wire
13750,926,2023-03-13,11176.73,Sydney,Dubai,Express,UPI
13751,4028,2023-01-21,10762.64,Sydney,Mumbai,Express,Corporate Billing
13752,3723,2023-10-07,10651.68,Dubai,London,Standard,UPI
13753,2096,2024-03-17,1146.89,Toronto,Dubai,Express,UPI
13754,1987,2024-04-20,14372.76,Singapore,Singapore,Express,Corporate Billing
13755,1169,2024-06-13,13875.27,New York,New York,Overnight,UPI
13756,742,2025-01-26,11803.4,Mumbai,Singapore,Standard,Card
13757,104,2024-11-19,4838.9,Sydney,Dubai,Overnight,UPI
13758,1588,2024-01-11,10507.98,Berlin,London,Standard,UPI
13759,2443,2023-10-14,566.61,Singapore,New York,Standard,Wire
13760,1729,2023-02-20,10239.8,Berlin,Singapore,Overnight,Wire
13761,2597,2024-06-14,4663.11,New York,Mumbai,Express,Card
13762,2560,2024-02-08,3519.47,Sydney,Toronto,Overnight,UPI
13763,2649,2024-06-15,12492.5,Sydney,Dubai,Overnight,Card
13764,3763,2023-08-02,3900.21,Berlin,New York,Overnight,Wire
13765,984,2024-11-13,3757.84,London,Singapore,Overnight,Card
13766,2874,2024-10-12,14227.16,Singapore,Dubai,Express,Wire
13767,1013,2024-04-14,1800.21,London,Berlin,Express,Card
13768,1467,2024-09-16,71.64,New York,Mumbai,Overnight,Wire
13769,2975,2025-03-07,7276.42,Dubai,London,Overnight,Wire
13770,4320,2024-09-10,12439.14,Singapore,Dubai,Standard,Corporate Billing
13771,107,2025-02-07,3990.07,Toronto,London,Standard,Card
13772,1241,2023-10-19,5303.42,London,Dubai,Express,Corporate Billing
13773,4793,2025-03-06,1915.34,Berlin,Toronto,Express,Corporate Billing
13774,4758,2023-03-19,10862.72,New York,Mumbai,Standard,UPI
13775,2283,2024-08-14,1699.84,Singapore,Berlin,Standard,Wire
13776,4039,2024-09-04,12268.05,Toronto,New York,Overnight,UPI
13777,1675,2023-10-28,14020.74,Dubai,New York,Standard,Wire
13778,404,2024-03-05,1038.82,Singapore,Toronto,Overnight,Wire
13779,3230,2023-09-17,2151.43,Sydney,Singapore,Standard,Wire
13780,2267,2025-06-11,14074.75,Toronto,Dubai,Standard,UPI
13781,4422,2023-04-09,4952.38,Berlin,New York,Overnight,UPI
13782,2274,2025-03-29,314.81,Singapore,Mumbai,Overnight,Wire
13783,1370,2025-06-08,6301.07,Singapore,Mumbai,Express,Corporate Billing
13784,2323,2024-08-31,5748.44,Dubai,London,Overnight,Wire
13785,3675,2023-09-19,6292.83,Dubai,Toronto,Overnight,Card
13786,4165,2024-09-26,579.23,Mumbai,New York,Overnight,Corporate Billing
13787,3237,2023-06-11,6810.66,Singapore,Toronto,Standard,Wire
13788,1244,2024-02-20,12305.88,New York,Dubai,Standard,Card
13789,1556,2023-02-02,2580.24,Berlin,Sydney,Standard,Card
13790,4353,2023-10-27,6555.76,Toronto,Dubai,Standard,Wire
13791,2368,2024-11-22,7314.86,London,Sydney,Express,Wire
13792,3839,2023-03-30,7677.23,Dubai,Singapore,Overnight,Corporate Billing
13793,3235,2024-06-25,11898.69,Sydney,Toronto,Express,Wire
13794,683,2024-01-31,2613.41,New York,Dubai,Standard,Wire
13795,2380,2024-03-11,7456.61,Berlin,Dubai,Express,Wire
13796,1384,2023-02-05,7568.63,Mumbai,Sydney,Standard,UPI
13797,3169,2023-02-15,2428.37,Toronto,Dubai,Overnight,Wire
13798,2488,2023-09-09,3003.95,New York,Dubai,Standard,Wire
13799,144,2023-08-05,12754.36,London,Dubai,Overnight,Corporate Billing
13800,4126,2023-12-23,7974.71,Sydney,Singapore,Standard,Wire
13801,802,2025-05-29,1611.26,Singapore,Toronto,Overnight,UPI
13802,1788,2024-05-15,11470.09,Singapore,Singapore,Express,Wire
13803,4297,2023-05-31,12393.04,Dubai,New York,Standard,Wire
13804,2157,2024-04-15,4716.9,Berlin,Berlin,Standard,Corporate Billing
13805,4928,2025-01-26,5974.69,New York,Toronto,Standard,Corporate Billing
13806,4421,2025-02-04,13270.47,New York,Berlin,Express,UPI
13807,483,2024-01-02,5024.26,Singapore,Dubai,Express,UPI
13808,4989,2024-05-31,857.11,Berlin,Toronto,Standard,Wire
13809,2695,2024-02-12,2835.09,New York,Berlin,Overnight,Card
13810,4265,2024-08-25,11299.7,New York,Berlin,Overnight,UPI
13811,2310,2023-10-15,4585.16,Toronto,Sydney,Express,Corporate Billing
13812,3032,2024-03-30,1465.67,Sydney,Toronto,Overnight,Card
13813,3110,2023-12-29,4135.68,Singapore,Singapore,Overnight,Card
13814,1854,2023-05-06,14879.7,New York,New York,Overnight,Corporate Billing
13815,157,2023-09-26,4434.15,Sydney,Berlin,Overnight,Wire
13816,2979,2023-11-10,830.6,Dubai,Dubai,Standard,Corporate Billing
13817,4921,2025-05-03,409.93,Toronto,Dubai,Overnight,Corporate Billing
13818,2155,2023-11-24,1840.92,London,Singapore,Overnight,Card
13819,3380,2023-09-04,14719.99,Singapore,Berlin,Standard,UPI
13820,2551,2024-04-15,4019.3,New York,Mumbai,Express,UPI
13821,457,2024-02-21,2542.65,Singapore,London,Overnight,Card
13822,1561,2024-07-17,14493.91,Berlin,Dubai,Express,Wire
